interaction_id	effect	arrow	genesymbol_source	uniprot_source	genesymbol_target	uniprot_target	C-type lectin receptor signaling pathway	Cytokine-cytokine receptor interaction	Cytosolic DNA-sensing pathway	Estrogen signaling pathway	IL-17 signaling pathway	NF-kappa B signaling pathway	NOD-like receptor signaling pathway	Osteoclast differentiation	Regulation of actin cytoskeleton	RIG-I-like receptor signaling pathway	T cell receptor signaling pathway	Th17 cell differentiation	TNF signaling pathway	Toll-like receptor signaling pathway	Viral protein interaction with cytokine and cytokine receptor	sum.interaction	pathway.interaction	reference	CyFi_MAP_interactions	status	expression_dorothea
Q8TDX7_Q96P20_activation	activation	-->	NEK7	Q8TDX7	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q8WV28_P16885_binding/association	binding/association	---	BLNK	Q8WV28	PLCG2	P16885	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q8WWZ3_Q9Y4K3_binding/association	binding/association	---	EDARADD	Q8WWZ3	TRAF6	Q9Y4K3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q8WX94_Q9ULZ3_binding/association	binding/association	---	NLRP7	Q8WX94	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q8WXC3_Q9ULZ3_inhibition	inhibition	--|	PYDC1	Q8WXC3	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q8WXI8_P30273_binding/association	binding/association	---	CLEC4D	Q8WXI8	FCER1G	P30273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q8WYL5_P23528_dephosphorylation	dephosphorylation	-p	SSH1	Q8WYL5	CFL1	P23528	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q92633_Q14344_activation	activation	-->	LPAR1	Q92633	GNA13	Q14344	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q92838_Q9HAV5_activation	activation	-->	EDA	Q92838	EDA2R	Q9HAV5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q92838_Q9UNE0_activation	activation	-->	EDA	Q92838	EDAR	Q9UNE0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q92844_Q9Y6K9_activation	activation	-->	TANK	Q92844	IKBKG	Q9Y6K9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q92851_P42574_activation	activation	-->	CASP10	Q92851	CASP3	P42574	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q92851_P55210_activation	activation	-->	CASP10	Q92851	CASP7	P55210	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q96C10_O95786_inhibition	inhibition	--|	DHX58	Q96C10	RIGI	O95786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q96C10_Q9BYX4_activation	activation	-->	DHX58	Q96C10	IFIH1	Q9BYX4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q96EQ8_O95786_inhibition	inhibition	--|	RNF125	Q96EQ8	RIGI	O95786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q96EQ8_Q9BYX4_inhibition	inhibition	--|	RNF125	Q96EQ8	IFIH1	Q9BYX4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q96F46_O43734_activation	activation	-->	IL17RA	Q96F46	TRAF3IP2	O43734	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q96F46_Q15628_activation	activation	-->	IL17RA	Q96F46	TRADD	Q15628	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q96G74_Q13114_inhibition	inhibition	--|	OTUD5	Q96G74	TRAF3	Q13114	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q96HS1_O00429_activation	activation	-->	PGAM5	Q96HS1	DNM1L	O00429	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q96J02_O15519_inhibition	inhibition	--|	ITCH	Q96J02	CFLAR	O15519	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q96N96_P63000_activation	activation	-->	SPATA13	Q96N96	RAC1	P63000	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q96P20_Q9ULZ3_binding/association	binding/association	---	NLRP3	Q96P20	PYCARD	Q9ULZ3	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q96RT1_Q9HC29_inhibition	inhibition	--|	ERBIN	Q96RT1	NOD2	Q9HC29	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q99075_P00533_activation	activation	-->	HBEGF	Q99075	EGFR	P00533	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q99075_Q99075_activation	activation	-->	HBEGF	Q99075	HBEGF	Q99075	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q99527_P63092_activation	activation	-->	GPER1	Q99527	GNAS	P63092	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q99558_O15111_activation	activation	-->	MAP3K14	Q99558	CHUK	O15111	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	3	NA	KEGG	FALSE	NA	FALSE
Q99558_O43318_activation	activation	-->	MAP3K14	Q99558	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q99558_Q9Y6K9_activation	activation	-->	MAP3K14	Q99558	IKBKG	Q9Y6K9	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q99683_O14733_activation	activation	-->	MAP3K5	Q99683	MAP2K7	O14733	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q99683_P45983_phosphorylation	phosphorylation	+p	MAP3K5	Q99683	MAPK8	P45983	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q99836_P51617_activation	activation	-->	MYD88	Q99836	IRAK1	P51617	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q99836_Q13158_activation	activation	-->	MYD88	Q99836	FADD	Q13158	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q99836_Q9NWZ3_activation	activation	-->	MYD88	Q99836	IRAK4	Q9NWZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	NA	KEGG	FALSE	NA	FALSE
Q9BRV8_Q14164_inhibition	inhibition	--|	SIKE1	Q9BRV8	IKBKE	Q14164	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9BUZ4_O43734_inhibition	inhibition	--|	TRAF4	Q9BUZ4	TRAF3IP2	O43734	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q9BWT7_O95999_binding/association	binding/association	---	CARD10	Q9BWT7	BCL10	O95999	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9BX69_O43353_activation	activation	-->	CARD6	Q9BX69	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9BXL7_O95999_binding/association	binding/association	---	CARD11	Q9BXL7	BCL10	O95999	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q9BXN2_P33241_binding/association	binding/association	---	CLEC7A	Q9BXN2	LSP1	P33241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9BXN2_P43405_binding/association	binding/association	---	CLEC7A	Q9BXN2	SYK	P43405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9BYM8_O43353_ubiquitination	ubiquitination	+u	RBCK1	Q9BYM8	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9BYX4_Q7Z434_activation	activation	-->	IFIH1	Q9BYX4	MAVS	Q7Z434	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9BZS1_Q01196_binding/association	binding/association	---	FOXP3	Q9BZS1	RUNX1	Q01196	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
Q9C000_Q9ULZ3_binding/association	binding/association	---	NLRP1	Q9C000	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H171_Q13546_activation	activation	-->	ZBP1	Q9H171	RIPK1	Q13546	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytosolic DNA-sensing pathway	KEGG	FALSE	NA	FALSE
Q9H171_Q14164_activation	activation	-->	ZBP1	Q9H171	IKBKE	Q14164	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytosolic DNA-sensing pathway	KEGG	FALSE	NA	FALSE
Q9H171_Q9UHD2_activation	activation	-->	ZBP1	Q9H171	TBK1	Q9UHD2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytosolic DNA-sensing pathway	KEGG	FALSE	NA	FALSE
Q9H171_Q9Y572_activation	activation	-->	ZBP1	Q9H171	RIPK3	Q9Y572	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	Cytosolic DNA-sensing pathway	KEGG	FALSE	NA	FALSE
Q9H1Y0_O94817_binding/association	binding/association	---	ATG5	Q9H1Y0	ATG12	O94817	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H1Y0_O95166_activation	activation	-->	ATG5	Q9H1Y0	GABARAP	O95166	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H257_O43353_activation	activation	-->	CARD9	Q9H257	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H257_O95999_binding/association	binding/association	---	CARD9	Q9H257	BCL10	O95999	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H2G2_P42336_activation	activation	-->	SLK	Q9H2G2	PIK3CA	P42336	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9H2X3_P33241_binding/association	binding/association	---	CLEC4M	Q9H2X3	LSP1	P33241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H3M7_Q96P20_activation	activation	-->	TXNIP	Q9H3M7	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H3M7_Q99757_binding/association	binding/association	---	TXNIP	Q9H3M7	TXN2	Q99757	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9H6R0_Q7Z434_binding/association	binding/association	---	DHX33	Q9H6R0	MAVS	Q7Z434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9HAV5_Q13114_binding/association	binding/association	---	EDA2R	Q9HAV5	TRAF3	Q13114	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9HAV5_Q9Y4K3_binding/association	binding/association	---	EDA2R	Q9HAV5	TRAF6	Q9Y4K3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9HBE4_P31785_activation	activation	-->	IL21	Q9HBE4	IL2RG	P31785	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
Q9HC29_O43353_activation	activation	-->	NOD2	Q9HC29	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9HC29_O94817_activation	activation	-->	NOD2	Q9HC29	ATG12	O94817	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9HC29_Q676U5_activation	activation	-->	NOD2	Q9HC29	ATG16L1	Q676U5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9HC29_Q7Z434_activation	activation	-->	NOD2	Q9HC29	MAVS	Q7Z434	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9HC29_Q9C000_activation	activation	-->	NOD2	Q9HC29	NLRP1	Q9C000	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9HC29_Q9H1Y0_activation	activation	-->	NOD2	Q9HC29	ATG5	Q9H1Y0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NPP4_Q9ULZ3_binding/association	binding/association	---	NLRC4	Q9NPP4	PYCARD	Q9ULZ3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NQ66_Q05655_compound - 15	compound - 15	15	PLCB1	Q9NQ66	PRKCD	Q05655	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q9NQ66_Q14643_compound - 16	compound - 16	16	PLCB1	Q9NQ66	ITPR1	Q14643	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q9NQC7_O95786_inhibition	inhibition	--|	CYLD	Q9NQC7	RIGI	O95786	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NQC7_P20749_inhibition	inhibition	--|	CYLD	Q9NQC7	BCL3	P20749	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NQC7_Q12933_inhibition	inhibition	--|	CYLD	Q9NQC7	TRAF2	Q12933	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9NQC7_Q9Y4K3_inhibition	inhibition	--|	CYLD	Q9NQC7	TRAF6	Q9Y4K3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9NR96_Q99836_activation	activation	-->	TLR9	Q9NR96	MYD88	Q99836	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NRY4_P61586_inhibition	inhibition	--|	ARHGAP35	Q9NRY4	RHOA	P61586	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9NSV4_Q9UQB8_activation	activation	-->	DIAPH3	Q9NSV4	BAIAP2	Q9UQB8	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9NWZ3_O43318_activation	activation	-->	IRAK4	Q9NWZ3	MAP3K7	O43318	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9NWZ3_P51617_binding/association	binding/association	---	IRAK4	Q9NWZ3	IRAK1	P51617	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NWZ3_Q9Y4K3_activation	activation	-->	IRAK4	Q9NWZ3	TRAF6	Q9Y4K3	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	2	NA	KEGG	FALSE	NA	FALSE
Q9NYK1_Q99836_activation	activation	-->	TLR7	Q9NYK1	MYD88	Q99836	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9NZN5_P61586_activation	activation	-->	ARHGEF12	Q9NZN5	RHOA	P61586	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q9NZN5_P62070_activation	activation	-->	ARHGEF12	Q9NZN5	RRAS2	P62070	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9P126_P43405_binding/association	binding/association	---	CLEC1B	Q9P126	SYK	P43405	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UBI6_P98174_activation	activation	-->	GNG12	Q9UBI6	FGD1	P98174	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9UBS5_P63096_activation	activation	-->	GABBR1	Q9UBS5	GNAI1	P63096	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q9UDY8_O14920_activation	activation	-->	MALT1	Q9UDY8	IKBKB	O14920	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UDY8_P28482_activation	activation	-->	MALT1	Q9UDY8	MAPK1	P28482	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UDY8_P45983_activation	activation	-->	MALT1	Q9UDY8	MAPK8	P45983	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UDY8_Q14790_activation	activation	-->	MALT1	Q9UDY8	CASP8	Q14790	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UDY8_Q16539_activation	activation	-->	MALT1	Q9UDY8	MAPK14	Q16539	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UDY8_Q9Y6K9_activation	activation	-->	MALT1	Q9UDY8	IKBKG	Q9Y6K9	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9UHD2_O43734_inhibition	inhibition	--|	TBK1	Q9UHD2	TRAF3IP2	O43734	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q9UHD2_P19838_activation	activation	-->	TBK1	Q9UHD2	NFKB1	P19838	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UHD2_Q14653_activation	activation	-->	TBK1	Q9UHD2	IRF3	Q14653	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	3	NA	KEGG	FALSE	NA	FALSE
Q9UHD2_Q92985_activation	activation	-->	TBK1	Q9UHD2	IRF7	Q92985	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q9UHD2_Q9Y6K9_binding/association	binding/association	---	TBK1	Q9UHD2	IKBKG	Q9Y6K9	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	RIG-I-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9UHP3_Q9Y4K3_inhibition	inhibition	--|	USP25	Q9UHP3	TRAF6	Q9Y4K3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q9UK80_Q9Y4K3_inhibition	inhibition	--|	USP21	Q9UK80	TRAF6	Q9Y4K3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	IL-17 signaling pathway	KEGG	FALSE	NA	FALSE
Q9UKX5_P12931_activation	activation	-->	ITGA11	Q9UKX5	SRC	P12931	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9UL17_Q01196_inhibition	inhibition	--|	TBX21	Q9UL17	RUNX1	Q01196	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	Th17 cell differentiation	KEGG	FALSE	NA	FALSE
Q9ULY5_P30273_binding/association	binding/association	---	CLEC4E	Q9ULY5	FCER1G	P30273	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9ULY5_Q8WXI8_binding/association	binding/association	---	CLEC4E	Q9ULY5	CLEC4D	Q8WXI8	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9ULZ3_P29466_binding/association	binding/association	---	PYCARD	Q9ULZ3	CASP1	P29466	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	NA	KEGG	FALSE	NA	FALSE
Q9UNE0_Q8WWZ3_binding/association	binding/association	---	EDAR	Q9UNE0	EDARADD	Q8WWZ3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	NF-kappa B signaling pathway	KEGG	FALSE	NA	FALSE
Q9UQB8_Q8N8S7_activation	activation	-->	BAIAP2	Q9UQB8	ENAH	Q8N8S7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9UQB8_Q9Y6W5_activation	activation	-->	BAIAP2	Q9UQB8	WASF2	Q9Y6W5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9UQC2_P16885_binding/association	binding/association	---	GAB2	Q9UQC2	PLCG2	P16885	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	Osteoclast differentiation	KEGG	FALSE	NA	FALSE
Q9Y239_O43353_activation	activation	-->	NOD1	Q9Y239	RIPK2	O43353	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y239_Q676U5_activation	activation	-->	NOD1	Q9Y239	ATG16L1	Q676U5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y243_O15111_activation	activation	-->	AKT3	Q9Y243	CHUK	O15111	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	TNF signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y243_P29474_activation	activation	-->	AKT3	Q9Y243	NOS3	P29474	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	Estrogen signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y243_P41279_activation	activation	-->	AKT3	Q9Y243	MAP3K8	P41279	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y243_P49841_inhibition	inhibition	--|	AKT3	Q9Y243	GSK3B	P49841	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	T cell receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y243_Q00987_activation	activation	-->	AKT3	Q9Y243	MDM2	Q00987	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	C-type lectin receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y2C9_O60603_binding/association	binding/association	---	TLR6	Q9Y2C9	TLR2	O60603	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	Toll-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y2G2_Q96P20_inhibition	inhibition	--|	CARD8	Q9Y2G2	NLRP3	Q96P20	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	NOD-like receptor signaling pathway	KEGG	FALSE	NA	FALSE
Q9Y2I7_O43707_compound - 37	compound - 37	37	PIKFYVE	Q9Y2I7	ACTN4	O43707	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9Y2I7_P06396_inhibition	inhibition	--|	PIKFYVE	Q9Y2I7	GSN	P06396	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9Y2I7_P18206_compound - 37	compound - 37	37	PIKFYVE	Q9Y2I7	VCL	P18206	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
Q9Y2X7_P49023_inhibition	inhibition	--|	GIT1	Q9Y2X7	PXN	P49023	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	Regulation of actin cytoskeleton	KEGG	FALSE	NA	FALSE
